Date,Open,High,Low,Close,Adj Close,Volume
2014-02-18,355.279999,355.730011,349.450012,353.649994,353.649994,4998000
2014-02-19,352.640015,354.540009,346.100006,347.380005,347.380005,4168100
2014-02-20,348.799988,350.459991,344.380005,349.799988,349.799988,3492800
2014-02-21,352.440002,354.140015,346.750000,346.760010,346.760010,4210000
2014-02-24,345.190002,353.000000,343.290009,351.779999,351.779999,3644700
2014-02-25,353.000000,361.079987,351.579987,358.320007,358.320007,3736400
2014-02-26,359.859985,364.750000,357.170013,359.799988,359.799988,3622100
2014-02-27,357.220001,360.589996,355.500000,360.130005,360.130005,3104900
2014-02-28,360.600006,365.869995,357.079987,362.100006,362.100006,3882000
2014-03-03,358.739990,360.959991,354.480011,359.779999,359.779999,2798300
2014-03-04,363.899994,365.679993,362.459991,363.899994,363.899994,2704400
2014-03-05,364.130005,372.730011,363.899994,372.369995,372.369995,3848300
2014-03-06,374.049988,375.329987,368.899994,372.160004,372.160004,2926600
2014-03-07,374.579987,374.989990,369.529999,372.059998,372.059998,2279800
2014-03-10,372.690002,372.730011,367.000000,370.529999,370.529999,2105800
2014-03-11,370.989990,372.799988,367.279999,368.820007,368.820007,2246100
2014-03-12,366.399994,371.160004,363.609985,370.640015,370.640015,2216600
2014-03-13,376.619995,383.109985,368.079987,371.510010,371.510010,6829000
2014-03-14,372.799988,378.570007,371.549988,373.739990,373.739990,4402200
2014-03-17,375.720001,378.850006,374.880005,375.040009,375.040009,2303000
2014-03-18,377.320007,379.000000,375.000000,378.769989,378.769989,2483500
2014-03-19,378.769989,379.000000,369.420013,373.230011,373.230011,2646700
2014-03-20,370.640015,373.000000,366.220001,368.970001,368.970001,2558500
2014-03-21,371.000000,372.839996,358.399994,360.619995,360.619995,5414100
2014-03-24,360.089996,361.500000,348.600006,351.850006,351.850006,4873500
2014-03-25,354.029999,358.970001,348.839996,354.709991,354.709991,4445700
2014-03-26,357.130005,357.600006,343.399994,343.410004,343.410004,4120700
2014-03-27,343.149994,344.000000,330.880005,338.470001,338.470001,5766400
2014-03-28,340.049988,347.000000,336.079987,338.290009,338.290009,3986800
2014-03-31,342.399994,346.290009,334.059998,336.369995,336.369995,4297500
2014-04-01,338.089996,344.429993,338.000000,342.989990,342.989990,3600100
2014-04-02,345.989990,348.299988,340.380005,341.959991,341.959991,4475500
2014-04-03,341.820007,342.500000,328.459991,333.619995,333.619995,6399300
2014-04-04,335.149994,335.440002,315.609985,323.000000,323.000000,12534600
2014-04-07,320.989990,324.940002,313.130005,317.760010,317.760010,7077400
2014-04-08,321.880005,328.000000,318.440002,327.070007,327.070007,6577600
2014-04-09,328.470001,332.179993,322.500000,331.809998,331.809998,5056600
2014-04-10,330.600006,331.000000,316.500000,317.109985,317.109985,6126700
2014-04-11,314.000000,316.500000,309.500000,311.730011,311.730011,7287500
2014-04-14,317.670013,320.480011,311.279999,315.910004,315.910004,4293500
2014-04-15,316.700012,318.279999,305.500000,316.079987,316.079987,5398600
2014-04-16,321.170013,324.000000,314.709991,323.679993,323.679993,4284900
2014-04-17,319.760010,328.660004,319.760010,324.910004,324.910004,4299200
2014-04-21,323.970001,331.149994,322.309998,330.869995,330.869995,2999400
2014-04-22,332.000000,337.500000,328.940002,329.320007,329.320007,3711600
2014-04-23,333.059998,333.130005,323.390015,324.579987,324.579987,3604600
2014-04-24,329.670013,337.399994,322.950012,337.149994,337.149994,9293700
2014-04-25,316.250000,316.489990,302.709991,303.829987,303.829987,16180200
2014-04-28,304.000000,304.390015,288.000000,296.579987,296.579987,14479800
2014-04-29,296.440002,301.839996,290.450012,300.380005,300.380005,6509300
2014-04-30,298.100006,304.559998,298.100006,304.130005,304.130005,4088600
2014-05-01,304.130005,310.480011,304.000000,307.890015,307.890015,4328600
2014-05-02,310.420013,313.290009,304.309998,308.010010,308.010010,3995100
2014-05-05,306.369995,310.230011,305.000000,310.049988,310.049988,2519900
2014-05-06,309.529999,309.809998,297.040009,297.380005,297.380005,4682300
2014-05-07,295.559998,296.399994,286.679993,292.709991,292.709991,7015200
2014-05-08,290.820007,295.880005,287.230011,288.320007,288.320007,3848200
2014-05-09,290.570007,293.679993,284.380005,292.239990,292.239990,4063000
2014-05-12,294.299988,303.339996,294.160004,302.859985,302.859985,3729600
2014-05-13,302.600006,305.600006,300.750000,304.640015,304.640015,3509900
2014-05-14,302.500000,304.640015,296.660004,297.619995,297.619995,3323300
2014-05-15,298.019989,299.200012,290.380005,295.190002,295.190002,4295100
2014-05-16,292.799988,298.880005,291.549988,297.700012,297.700012,3636800
2014-05-19,295.760010,299.000000,293.809998,296.760010,296.760010,2284200
2014-05-20,297.100006,304.459991,296.750000,301.190002,301.190002,4095700
2014-05-21,302.209991,305.959991,301.519989,305.010010,305.010010,3408800
2014-05-22,305.049988,308.540009,303.010010,304.910004,304.910004,2576800
2014-05-23,305.459991,312.350006,304.899994,312.239990,312.239990,3052900
2014-05-27,314.410004,314.630005,307.380005,310.820007,310.820007,4862100
2014-05-28,309.500000,313.820007,307.420013,310.160004,310.160004,2726000
2014-05-29,310.420013,314.869995,310.200012,313.779999,313.779999,2365500
2014-05-30,314.429993,314.649994,307.570007,312.549988,312.549988,4260200
2014-06-02,312.589996,312.600006,307.000000,308.839996,308.839996,2203400
2014-06-03,305.750000,307.920013,305.070007,307.190002,307.190002,2379200
2014-06-04,306.850006,309.500000,303.839996,306.779999,306.779999,2107100
2014-06-05,308.100006,327.940002,306.899994,323.570007,323.570007,7796700
2014-06-06,325.000000,330.880005,324.929993,329.670013,329.670013,5244000
2014-06-09,331.570007,333.000000,325.649994,327.500000,327.500000,3212200
2014-06-10,327.649994,335.500000,327.500000,332.410004,332.410004,3663400
2014-06-11,336.000000,340.720001,333.880005,335.200012,335.200012,4436800
2014-06-12,335.549988,335.549988,324.660004,325.910004,325.910004,4276300
2014-06-13,327.049988,329.299988,323.529999,326.269989,326.269989,2764800
2014-06-16,324.859985,328.690002,323.519989,327.619995,327.619995,2449800
2014-06-17,327.540009,331.339996,325.230011,325.619995,325.619995,2924100
2014-06-18,328.000000,335.750000,325.000000,334.380005,334.380005,6401500
2014-06-19,335.260010,338.899994,325.980011,327.000000,327.000000,5320600
2014-06-20,327.760010,328.220001,320.420013,324.200012,324.200012,6054000
2014-06-23,323.329987,327.549988,321.410004,327.239990,327.239990,2604800
2014-06-24,327.540009,329.730011,322.739990,324.160004,324.160004,2626600
2014-06-25,324.329987,328.149994,321.739990,327.440002,327.440002,2327800
2014-06-26,328.489990,328.649994,322.130005,325.690002,325.690002,2699500
2014-06-27,325.880005,326.519989,323.269989,324.570007,324.570007,2416200
